task_id,plan_id,bucket_id,assignee_ids,title,description,status,priority,due_date,tags,checklist,comments,attachments
t180,p023,b081,,Investigate event bus memory leak,Document the steps to run AWS integration in the new environment.,in progress,9,2026-06-08,,[],[],[]
t181,p029,b105,,Document auth gateway runbook,Coordinate with the data team on Redis migration.,done,1,2026-06-17,"product,mobile",[],[],[]
t182,p026,b093,u085,Investigate event bus flaky tests,Review the ML configuration across production and propose adjustments.,in progress,5,2026-04-29,"mobile,qa,product",[],[],[]
t183,p020,b069,,Audit API gateway security and policies,Provision Redis resources for the upcoming launch and verify capacity.,done,1,,,[],[],[]
t184,p001,b001,,Document auth gateway runbook,Investigate why Next.js usage spiked last week and produce a write-up.,done,9,,,[],[],[]
t185,p032,b117,"u169,u059,u121",Review job runner architecture,Review the React configuration across production and propose adjustments.,in progress,9,2026-05-27,mobile,[],[],[]
t186,p049,b179,"u224,u048,u130",Patch CVE in job runner,Review the TypeScript configuration across production and propose adjustments.,done,9,2026-03-09,,[],[],[]
t187,p018,b061,,,Review the ML configuration across production and propose adjustments.,in progress,1,2026-06-26,"product,qa",[],[],[]
t188,p047,b172,,Document payment service runbook,Review the Redis configuration across production and propose adjustments.,todo,3,2026-06-10,"mobile,documentation,design-system",[],[],[]
t189,p031,b114,,Review job runner architecture,Investigate why Monitoring usage spiked last week and produce a write-up.,in progress,9,2026-06-19,"infrastructure,review,cost",[],[],[]
t190,p009,b030,u255,Set up Redis for ML team,Provision Node.js resources for the upcoming launch and verify capacity.,done,1,2026-05-31,,[],[],[]
t191,p045,b162,"u189,u014",Audit API gateway security and policies,Review the Kubernetes configuration across production and propose adjustments.,in progress,5,,"infrastructure,monitoring,reliability",[],[],[]
t192,p006,b012,,Design and validate a phased migration plan for moving the monolithic billing service into the new microservices platform without exceeding the agreed maintenance window for end-customer-facing endpoints,Coordinate with the ML team on Docker migration.,done,5,2026-05-26,"infrastructure,reliability",[],[],[]
t193,p038,b138,,Logs,Review the Docker configuration across production and propose adjustments.,done,3,2026-07-28,"infrastructure,devops,infrastructure",[],[],[]
t194,p022,b078,"u064,u125",Refactor,Investigate why PostgreSQL usage spiked last week and produce a write-up.,todo,1,2026-07-03,,[],[],[]
t195,p025,b090,,Migrate nginx ingress to v18,Provision PostgreSQL resources for the upcoming launch and verify capacity.,in progress,5,2026-05-22,,[],[],[]
t196,p045,b165,,Design and validate a phased migration plan for moving the monolithic billing service into the new microservices platform without exceeding the agreed maintenance window for end-customer-facing endpoints,Document the steps to run Airflow integration in the new environment.,done,3,2026-06-08,"design-system,frontend",[],[],[]
t197,p009,b028,,Docs,Investigate why PostgreSQL usage spiked last week and produce a write-up.,done,1,2026-06-09,,[],[],[]
t198,p038,b140,"u219,u016",Roll out cost report to staging,Provision AWS resources for the upcoming launch and verify capacity.,in progress,5,2026-05-27,"infrastructure,kubernetes,devops",[],[],[]
t199,p028,b101,"u223,u169,u146",Bugfix,Review the Docker configuration across production and propose adjustments.,in progress,9,2026-05-21,"infrastructure,infrastructure,kubernetes",[],[],[]
t200,p020,b068,"u274,u178,u242",Investigate payment service timeouts,Coordinate with the platform team on Docker migration.,todo,1,2026-08-16,,[],[],[]
t201,p019,b065,,Design and validate a phased migration plan for moving the monolithic billing service into the new microservices platform without exceeding the agreed maintenance window for end-customer-facing endpoints,Investigate why AWS usage spiked last week and produce a write-up.,in progress,9,2026-05-25,"infrastructure,terraform",[],[],[]
t202,p044,b160,u237,Migrate payment service to v15,Coordinate with the ML team on Monitoring migration.,todo,9,2026-03-08,"infrastructure,cloud",[],[],[]
t203,p041,b149,u176,Update Spark cluster configuration,Coordinate with the platform team on Docker migration.,in progress,9,2026-05-27,,[],[],[]
t204,p037,b133,,Audit Kubernetes cluster security and policies,Investigate why Airflow usage spiked last week and produce a write-up.,done,1,2026-06-01,,[],[],[]
t205,p050,b183,u082,Investigate job runner latency spike,Coordinate with the platform team on Redis migration.,todo,3,2026-06-17,,[],[],[]
t206,p035,b126,,Document payment service runbook,Coordinate with the backend team on Security migration.,done,5,2026-05-31,,[],[],[]
t207,p030,b107,"u208,u236,u140",Logs,Coordinate with the ML team on Monitoring migration.,in progress,5,2026-06-08,,[],[],[]
t208,p005,b009,"u014,u013",Update Redis configuration,Investigate why Redis usage spiked last week and produce a write-up.,in progress,5,2026-08-16,,[],[],[]
t209,p012,b039,"u199,u237",Review event bus architecture,Review the PostgreSQL configuration across production and propose adjustments.,done,5,2026-06-08,,[],[],[]
t210,p004,b016,"u012,u004",Cleanup,Review the Terraform configuration across production and propose adjustments.,in progress,3,2026-05-19,"infrastructure,monitoring",[],[],[]
t211,p019,b064,"u002,u221",Coordinate with the security task force to audit the entire IAM policy surface across all AWS accounts and produce a prioritized remediation backlog based on least-privilege deviations,Provision Monitoring resources for the upcoming launch and verify capacity.,done,5,2026-06-18,,[],[],[]
t212,p006,b012,,Bugfix,Provision React resources for the upcoming launch and verify capacity.,in progress,9,2026-07-12,,[],[],[]
t213,p017,b057,"u180,u258,u139",Patch CVE in job runner,Provision React resources for the upcoming launch and verify capacity.,in progress,1,2026-05-26,,[],[],[]
t214,p008,b023,"u159,u279,u238",Document auth gateway runbook,Document the steps to run AWS integration in the new environment.,done,1,2026-06-01,"infrastructure,infrastructure,devops",[],[],[]
t215,p006,b012,,Cleanup,Provision Kubernetes resources for the upcoming launch and verify capacity.,in progress,5,,"infrastructure,infrastructure",[],[],[]
t216,p021,b073,,Patch CVE in nginx ingress,Provision Airflow resources for the upcoming launch and verify capacity.,in progress,9,2026-07-06,react,[],[],[]
t217,p035,b128,,Roll out audit log viewer to canary,Review the PostgreSQL configuration across production and propose adjustments.,todo,9,2026-06-19,,[],[],[]
t218,p008,b023,,Design and validate a phased migration plan for moving the monolithic billing service into the new microservices platform without exceeding the agreed maintenance window for end-customer-facing endpoints,Provision ML resources for the upcoming launch and verify capacity.,in progress,1,2026-05-22,,[],[],[]
t219,p014,b044,,Audit CI pipeline security and policies,Coordinate with the platform team on TypeScript migration.,todo,1,2026-06-14,,[],[],[]
t220,p047,b172,,Set up PostgreSQL for platform team,Investigate why Next.js usage spiked last week and produce a write-up.,todo,5,2026-03-29,,[],[],[]
t221,p045,b165,"u177,u059,u039",Cleanup,Document the steps to run Redis integration in the new environment.,todo,1,2026-06-20,,[],[],[]
t222,p005,b009,"u014,u013",Investigate and document the root cause of the intermittent 502 errors observed during the morning peak traffic window in the production payment gateway and propose a remediation plan covering load balancing strategy,Document the steps to run ML integration in the new environment.,done,3,2026-03-16,,[],[],[]
t223,p015,b048,,Roll out cost report to production,Document the steps to run TypeScript integration in the new environment.,done,1,2026-05-13,,[],[],[]
t224,p010,b032,,Update Kafka configuration,Coordinate with the backend team on Node.js migration.,done,1,2026-07-21,,[],[],[]
t225,p024,b086,,Coordinate with the security task force to audit the entire IAM policy surface across all AWS accounts and produce a prioritized remediation backlog based on least-privilege deviations,Review the Monitoring configuration across production and propose adjustments.,done,9,2026-06-14,,[],[],[]
t226,p015,b049,,Update PostgreSQL configuration,Investigate why Spark usage spiked last week and produce a write-up.,todo,5,2026-05-22,,[],[],[]
t227,p026,b091,,Set up PostgreSQL for data team,Coordinate with the platform team on Airflow migration.,done,3,2026-07-16,,[],[],[]
t228,p045,b165,"u176,u271,u129",Update PostgreSQL configuration,Coordinate with the data team on ML migration.,in progress,1,,"documentation,design-system,mobile",[],[],[]
t229,p045,b164,"u079,u141",Bugfix,Review the Monitoring configuration across production and propose adjustments.,done,9,2026-09-07,"infrastructure,cost",[],[],[]
t230,p028,b099,,Set up Redis for backend team,Review the PostgreSQL configuration across production and propose adjustments.,todo,9,2026-06-24,,[],[],[]
t231,p042,b153,u280,,Coordinate with the backend team on Security migration.,todo,9,2026-06-01,"infrastructure,aws,reliability",[],[],[]
t232,p034,b123,,Investigate auth gateway cost regression,Document the steps to run AWS integration in the new environment.,todo,3,2026-08-24,,[],[],[]
t233,p027,b098,,Migrate job runner to v15,Coordinate with the backend team on Next.js migration.,in progress,1,2026-07-18,,[],[],[]
t234,p006,b012,,Refactor,Investigate why Node.js usage spiked last week and produce a write-up.,in progress,3,2026-06-03,,[],[],[]
t235,p048,b175,,Review payment service architecture,Document the steps to run Redis integration in the new environment.,todo,3,,"react,design-system",[],[],[]
t236,p034,b125,"u249,u172",Roll out feature flag dashboard to staging,Provision Linux resources for the upcoming launch and verify capacity.,todo,9,2026-01-20,"infrastructure,aws",[],[],[]
t237,p042,b154,,Set up PostgreSQL for ML team,Coordinate with the backend team on Monitoring migration.,done,3,,"infrastructure,security",[],[],[]
t238,p005,b010,,Coordinate with the security task force to audit the entire IAM policy surface across all AWS accounts and produce a prioritized remediation backlog based on least-privilege deviations,Coordinate with the data team on TypeScript migration.,in progress,5,,,[],[],[]
t239,p050,b184,"u299,u128",Logs,Review the Terraform configuration across production and propose adjustments.,done,9,2026-05-23,"infrastructure,kubernetes",[],[],[]
t240,p003,b005,,Coordinate with the security task force to audit the entire IAM policy surface across all AWS accounts and produce a prioritized remediation backlog based on least-privilege deviations,Provision Docker resources for the upcoming launch and verify capacity.,done,1,,"infrastructure,infrastructure",[],[],[]
t241,p016,b053,,Cleanup,Coordinate with the platform team on PostgreSQL migration.,in progress,5,2026-08-24,,[],[],[]
t242,p030,b109,,Set up PostgreSQL for backend team,Provision Kubernetes resources for the upcoming launch and verify capacity.,done,9,2026-06-02,"infrastructure,devops,reliability",[],[],[]
t243,p021,b071,,Investigate and document the root cause of the intermittent 502 errors observed during the morning peak traffic window in the production payment gateway and propose a remediation plan covering load balancing strategy,Coordinate with the data team on Spark migration.,in progress,5,2026-05-20,,[],[],[]
t244,p042,b154,,Patch CVE in nginx ingress,Document the steps to run AWS integration in the new environment.,todo,5,2026-07-04,,[],[],[]
t245,p028,b099,"u113,u157",Patch CVE in nginx ingress,Coordinate with the backend team on PostgreSQL migration.,in progress,1,2026-08-25,"frontend,mobile",[],[],[]
t246,p024,b084,,Migrate auth gateway to v1.7,Coordinate with the backend team on TypeScript migration.,todo,5,2026-08-07,"design-system,qa",[],[],[]
t247,p037,b134,"u071,u041",Set up monitoring stack for ML team,Provision Next.js resources for the upcoming launch and verify capacity.,in progress,9,2026-06-24,,[],[],[]
t248,p011,b034,,Bugfix,Review the TypeScript configuration across production and propose adjustments.,todo,3,2026-06-10,product,[],[],[]
t249,p047,b170,,Migrate nginx ingress to v18,Review the Next.js configuration across production and propose adjustments.,todo,5,2026-06-19,,[],[],[]
t250,p005,b017,"u013,u014",Set up Kafka for ML team,Document the steps to run Redis integration in the new environment.,done,1,2026-06-06,,[],[],[]
t251,p049,b178,,Review job runner architecture,Investigate why Redis usage spiked last week and produce a write-up.,todo,3,2026-09-12,,[],[],[]
t252,p034,b125,u029,Update monitoring stack configuration,Document the steps to run Next.js integration in the new environment.,todo,1,2026-06-03,,[],[],[]
t253,p042,b152,,Docs,Investigate why PostgreSQL usage spiked last week and produce a write-up.,todo,1,2026-05-23,"mobile,qa",[],[],[]
t254,p036,b130,"u250,u144,u191",Set up Spark cluster for platform team,Review the PostgreSQL configuration across production and propose adjustments.,todo,1,2026-06-10,,[],[],[]
t255,p023,b079,,Roll out cost report to staging,Review the Kubernetes configuration across production and propose adjustments.,done,3,2026-05-22,,[],[],[]
t256,p041,b151,"u191,u200",Patch CVE in search index,Document the steps to run ML integration in the new environment.,done,9,2026-05-30,"mobile,frontend",[],[],[]
t257,p003,b015,,Set up Spark cluster for backend team,Coordinate with the platform team on Security migration.,done,5,2026-05-20,"infrastructure,terraform",[],[],[]
t258,p039,b144,,Cleanup,Review the Airflow configuration across production and propose adjustments.,todo,5,2026-02-21,"frontend,mobile",[],[],[]
t259,p031,b111,"u148,u079,u180",Audit Kubernetes cluster security and policies,Investigate why Kafka usage spiked last week and produce a write-up.,in progress,3,2026-02-23,,[],[],[]
t260,p007,b022,,Investigate auth gateway flaky tests,Review the NLP configuration across production and propose adjustments.,done,5,2026-08-09,,[],[],[]
t261,p015,b049,u167,,Document the steps to run ML integration in the new environment.,in progress,3,,"design-system,react,documentation",[],[],[]
t262,p045,b164,u039,Review auth gateway architecture,Coordinate with the ML team on Redis migration.,todo,3,2026-06-10,"design-system,mobile",[],[],[]
t263,p047,b172,,Logs,Coordinate with the data team on PostgreSQL migration.,done,1,2026-05-26,,[],[],[]
t264,p050,b184,,Roll out feature flag dashboard to staging,Provision Next.js resources for the upcoming launch and verify capacity.,todo,9,2026-03-07,qa,[],[],[]
t265,p021,b071,u238,Logs,Document the steps to run Next.js integration in the new environment.,todo,5,2026-06-03,,[],[],[]
t266,p012,b038,u235,Investigate auth gateway memory leak,Coordinate with the platform team on Node.js migration.,todo,5,2026-05-26,,[],[],[]
t267,p027,b095,"u118,u169",Set up monitoring stack for data team,Document the steps to run Security integration in the new environment.,in progress,5,2026-06-01,"infrastructure,terraform",[],[],[]
t268,p043,b158,u109,Bugfix,Provision Node.js resources for the upcoming launch and verify capacity.,todo,1,2026-08-12,design-system,[],[],[]
t269,p047,b171,,Design and validate a phased migration plan for moving the monolithic billing service into the new microservices platform without exceeding the agreed maintenance window for end-customer-facing endpoints,Coordinate with the platform team on Security migration.,in progress,3,2026-04-19,,[],[],[]
t270,p033,b121,"u093,u296,u175",Audit API gateway security and policies,Investigate why Airflow usage spiked last week and produce a write-up.,todo,3,2026-06-06,documentation,[],[],[]
t271,p046,b169,,Patch CVE in payment service,Investigate why Airflow usage spiked last week and produce a write-up.,done,5,,,[],[],[]
t272,p010,b032,,,Investigate why TypeScript usage spiked last week and produce a write-up.,todo,3,2026-06-30,,[],[],[]
t273,p020,b070,"u161,u089,u208",Refactor,Investigate why Next.js usage spiked last week and produce a write-up.,done,5,2026-08-26,"documentation,design-system",[],[],[]
t274,p002,b013,,Document event bus runbook,Document the steps to run Security integration in the new environment.,done,1,2026-06-12,,[],[],[]
t275,p044,b159,u156,Refactor,Review the Next.js configuration across production and propose adjustments.,todo,9,2026-06-14,"qa,documentation",[],[],[]
t276,p013,b042,,Update monitoring stack configuration,Investigate why Next.js usage spiked last week and produce a write-up.,todo,3,2026-06-10,,[],[],[]
t277,p004,b016,"u004,u012",Bugfix,Coordinate with the ML team on Node.js migration.,todo,1,2026-05-24,"design-system,mobile",[],[],[]
t278,p020,b070,u029,Migrate nginx ingress to v1.7,Investigate why TypeScript usage spiked last week and produce a write-up.,in progress,3,2026-05-27,,[],[],[]
t279,p043,b157,"u115,u136",Set up Spark cluster for platform team,Provision Kubernetes resources for the upcoming launch and verify capacity.,in progress,3,2026-08-04,"infrastructure,cloud",[],[],[]
t280,p025,b088,"u040,u064",Migrate search index to v15,Document the steps to run Next.js integration in the new environment.,done,5,2026-05-30,"mobile,documentation",[],[],[]
t281,p020,b069,"u029,u275",Investigate search index flaky tests,Coordinate with the ML team on Linux migration.,done,9,2026-05-15,,[],[],[]
t282,p034,b122,,Logs,Provision Monitoring resources for the upcoming launch and verify capacity.,done,5,2026-05-28,,[],[],[]
t283,p036,b132,,Tests,Document the steps to run ML integration in the new environment.,done,9,,design-system,[],[],[]
t284,p017,b058,,Audit Kubernetes cluster security and policies,Provision ML resources for the upcoming launch and verify capacity.,done,3,2026-08-14,"mobile,documentation",[],[],[]
t285,p013,b042,"u196,u169,u180",Refactor,Provision Next.js resources for the upcoming launch and verify capacity.,done,3,2026-05-29,,[],[],[]
t286,p028,b102,"u112,u208",,Review the Monitoring configuration across production and propose adjustments.,done,5,2026-08-24,"infrastructure,monitoring,kubernetes",[],[],[]
t287,p018,b062,"u219,u124",Review auth gateway architecture,Review the Airflow configuration across production and propose adjustments.,in progress,5,2026-03-10,"product,qa",[],[],[]
t288,p032,b117,"u300,u034",,Provision Kafka resources for the upcoming launch and verify capacity.,done,5,,,[],[],[]
t289,p010,b033,,Refactor,Coordinate with the data team on Linux migration.,in progress,1,2026-08-27,"infrastructure,monitoring",[],[],[]
t290,p035,b127,"u287,u095",Refactor,Investigate why React usage spiked last week and produce a write-up.,done,1,,,[],[],[]
t291,p024,b086,,Review nginx ingress architecture,Investigate why PostgreSQL usage spiked last week and produce a write-up.,in progress,9,,,[],[],[]
t292,p047,b171,,Investigate search index cost regression,Review the Kubernetes configuration across production and propose adjustments.,todo,5,2026-06-10,"infrastructure,review",[],[],[]
t293,p040,b146,"u114,u044",Cleanup,Review the React configuration across production and propose adjustments.,done,5,,,[],[],[]
t294,p012,b038,,Review event bus architecture,Coordinate with the backend team on PostgreSQL migration.,done,1,2026-08-10,,[],[],[]
t295,p038,b137,,Audit API gateway security and policies,Provision Redis resources for the upcoming launch and verify capacity.,todo,9,2026-06-02,,[],[],[]
t296,p011,b036,"u281,u174",Audit Kubernetes cluster security and policies,Coordinate with the backend team on AWS migration.,in progress,9,2026-06-06,"infrastructure,reliability,review",[],[],[]
t297,p047,b173,,Patch CVE in auth gateway,Document the steps to run Terraform integration in the new environment.,in progress,9,,"infrastructure,terraform,aws",[],[],[]
t298,p018,b060,"u147,u246,u281",,Coordinate with the data team on Linux migration.,done,1,2026-07-30,"infrastructure,reliability,kubernetes",[],[],[]
t299,p012,b039,u172,Cleanup,Review the PostgreSQL configuration across production and propose adjustments.,in progress,1,2026-06-15,"mobile,design-system,qa",[],[],[]
t300,p040,b147,,Roll out audit log viewer to production,Document the steps to run React integration in the new environment.,in progress,5,2026-06-01,,[],[],[]
t301,p032,b117,"u181,u174",Investigate search index latency spike,Investigate why Node.js usage spiked last week and produce a write-up.,done,5,2026-07-21,,[],[],[]
t302,p050,b183,"u244,u065,u267",Migrate nginx ingress to v1.7,Document the steps to run Redis integration in the new environment.,done,3,2026-06-04,,[],[],[]
t303,p042,b153,"u207,u279",Cleanup,Provision AWS resources for the upcoming launch and verify capacity.,in progress,3,2026-07-27,"infrastructure,devops",[],[],[]
t304,p001,b004,u003,Document payment service runbook,Document the steps to run PostgreSQL integration in the new environment.,in progress,5,2026-06-25,,[],[],[]
t305,p008,b024,,,Provision Spark resources for the upcoming launch and verify capacity.,todo,3,2026-05-29,,[],[],[]
t306,p049,b178,"u184,u130",Set up monitoring stack for backend team,Coordinate with the platform team on ML migration.,in progress,1,2026-08-22,"documentation,frontend,design-system",[],[],[]
t307,p025,b089,,Design and validate a phased migration plan for moving the monolithic billing service into the new microservices platform without exceeding the agreed maintenance window for end-customer-facing endpoints,Provision Docker resources for the upcoming launch and verify capacity.,done,1,2026-09-07,,[],[],[]
t308,p024,b085,u098,Docs,Investigate why React usage spiked last week and produce a write-up.,done,3,2026-07-11,"react,qa,mobile",[],[],[]
t309,p034,b124,"u070,u039",Document search index runbook,Review the PostgreSQL configuration across production and propose adjustments.,in progress,9,2026-05-20,"react,frontend",[],[],[]
t310,p007,b022,u177,Update PostgreSQL configuration,Document the steps to run Security integration in the new environment.,done,3,2026-05-25,,[],[],[]
t311,p032,b118,,,Review the ML configuration across production and propose adjustments.,in progress,9,,"qa,design-system,mobile",[],[],[]
t312,p031,b111,"u236,u082",Review auth gateway architecture,Document the steps to run NLP integration in the new environment.,todo,3,2026-05-31,,[],[],[]
t313,p017,b058,,Set up Kafka for backend team,Coordinate with the backend team on Node.js migration.,in progress,3,2026-09-14,,[],[],[]
t314,p002,b003,,Logs,Review the AWS configuration across production and propose adjustments.,todo,5,2026-06-09,"infrastructure,aws",[],[],[]
t315,p016,b054,,Investigate search index flaky tests,Investigate why Linux usage spiked last week and produce a write-up.,todo,5,2026-08-06,,[],[],[]
t316,p050,b182,u003,Document event bus runbook,Review the React configuration across production and propose adjustments.,done,3,2026-06-07,react,[],[],[]
t317,p016,b052,"u297,u122,u203",Investigate and document the root cause of the intermittent 502 errors observed during the morning peak traffic window in the production payment gateway and propose a remediation plan covering load balancing strategy,Coordinate with the platform team on PostgreSQL migration.,todo,5,2026-06-27,,[],[],[]
t318,p041,b150,,Set up Spark cluster for backend team,Investigate why NLP usage spiked last week and produce a write-up.,done,5,2026-06-14,,[],[],[]
t319,p034,b125,,Audit Kubernetes cluster security and policies,Review the Linux configuration across production and propose adjustments.,in progress,1,2026-06-06,,[],[],[]
t320,p008,b023,"u238,u215,u205",Set up Spark cluster for backend team,Coordinate with the ML team on Spark migration.,done,3,2026-06-06,,[],[],[]
t321,p008,b026,,Investigate job runner cost regression,Investigate why Terraform usage spiked last week and produce a write-up.,todo,9,2026-06-15,"infrastructure,review,cost",[],[],[]
t322,p044,b161,,Patch CVE in nginx ingress,Review the Next.js configuration across production and propose adjustments.,todo,1,2026-09-08,"design-system,qa,documentation",[],[],[]
t323,p035,b127,"u259,u150",Audit CI pipeline security and policies,Coordinate with the backend team on Terraform migration.,todo,5,2026-01-22,"infrastructure,infrastructure,security",[],[],[]
t324,p047,b170,,Audit API gateway security and policies,Investigate why Kafka usage spiked last week and produce a write-up.,in progress,1,2026-03-12,,[],[],[]
t325,p020,b070,"u297,u172",Design and validate a phased migration plan for moving the monolithic billing service into the new microservices platform without exceeding the agreed maintenance window for end-customer-facing endpoints,Document the steps to run Monitoring integration in the new environment.,todo,5,2026-06-23,,[],[],[]
t326,p027,b096,u005,Document job runner runbook,Investigate why PostgreSQL usage spiked last week and produce a write-up.,in progress,1,,"frontend,documentation,product",[],[],[]
t327,p033,b119,"u106,u234,u119",Migrate search index to v1.7,Investigate why Spark usage spiked last week and produce a write-up.,in progress,1,2026-09-03,,[],[],[]
t328,p014,b044,"u004,u016,u187",Document search index runbook,Review the Security configuration across production and propose adjustments.,todo,5,2026-06-04,"infrastructure,kubernetes,security",[],[],[]
t329,p002,b014,,Migrate payment service to v15,Investigate why Security usage spiked last week and produce a write-up.,todo,9,2026-08-14,,[],[],[]
t330,p023,b082,"u080,u244",Update monitoring stack configuration,Review the React configuration across production and propose adjustments.,in progress,3,2026-05-23,,[],[],[]
t331,p041,b149,"u163,u039,u169",Patch CVE in auth gateway,Review the Kafka configuration across production and propose adjustments.,todo,5,2026-06-15,,[],[],[]
t332,p039,b141,u053,,Provision Airflow resources for the upcoming launch and verify capacity.,todo,1,2026-05-22,,[],[],[]
t333,p033,b119,,Roll out audit log viewer to staging,Document the steps to run Node.js integration in the new environment.,in progress,3,2026-07-06,,[],[],[]
t334,p038,b138,"u238,u270",Audit API gateway security and policies,Provision Monitoring resources for the upcoming launch and verify capacity.,in progress,3,,"infrastructure,reliability,cost",[],[],[]
t335,p034,b125,"u065,u217,u153",Design and validate a phased migration plan for moving the monolithic billing service into the new microservices platform without exceeding the agreed maintenance window for end-customer-facing endpoints,Document the steps to run React integration in the new environment.,done,3,2026-08-27,,[],[],[]
t336,p004,b016,,Roll out cost report to staging,Document the steps to run TypeScript integration in the new environment.,in progress,3,2026-06-09,,[],[],[]
t337,p038,b137,"u181,u055",Logs,Investigate why PostgreSQL usage spiked last week and produce a write-up.,done,5,2026-07-02,,[],[],[]
t338,p048,b175,,Patch CVE in job runner,Review the AWS configuration across production and propose adjustments.,todo,3,2026-05-24,,[],[],[]
t339,p013,b040,u109,Patch CVE in payment service,Document the steps to run Monitoring integration in the new environment.,done,3,2026-05-20,"infrastructure,terraform",[],[],[]
t340,p044,b160,,Set up Spark cluster for platform team,Investigate why Terraform usage spiked last week and produce a write-up.,done,3,2026-05-22,,[],[],[]
t341,p023,b082,u197,Review auth gateway architecture,Document the steps to run Monitoring integration in the new environment.,done,3,2026-06-25,,[],[],[]
t342,p017,b057,"u140,u111",Update Kafka configuration,Provision Linux resources for the upcoming launch and verify capacity.,done,3,2026-09-17,"infrastructure,reliability,infrastructure",[],[],[]
t343,p002,b003,,Audit CI pipeline security and policies,Investigate why Monitoring usage spiked last week and produce a write-up.,done,5,2026-04-17,,[],[],[]
t344,p005,b017,,Refactor,Coordinate with the backend team on PostgreSQL migration.,todo,1,2026-06-18,"documentation,frontend,react",[],[],[]
t345,p006,b012,,,Investigate why Kafka usage spiked last week and produce a write-up.,todo,3,2026-06-01,,[],[],[]
t346,p035,b127,u128,Update monitoring stack configuration,Document the steps to run NLP integration in the new environment.,done,9,2026-06-11,,[],[],[]
t347,p025,b087,,Roll out audit log viewer to production,Provision TypeScript resources for the upcoming launch and verify capacity.,todo,5,2026-09-02,,[],[],[]
t348,p019,b064,,Audit CI pipeline security and policies,Coordinate with the data team on Kubernetes migration.,in progress,9,2026-05-27,"infrastructure,aws,terraform",[],[],[]
t349,p042,b153,u081,Update Redis configuration,Coordinate with the platform team on Redis migration.,todo,9,2026-06-19,,[],[],[]
t350,p045,b163,"u003,u149,u277",Investigate event bus latency spike,Investigate why AWS usage spiked last week and produce a write-up.,in progress,5,,"infrastructure,infrastructure",[],[],[]
t351,p017,b057,"u180,u086",Roll out feature flag dashboard to production,Document the steps to run Airflow integration in the new environment.,done,1,,"qa,documentation,frontend",[],[],[]
t352,p032,b115,,Design and validate a phased migration plan for moving the monolithic billing service into the new microservices platform without exceeding the agreed maintenance window for end-customer-facing endpoints,Coordinate with the ML team on TypeScript migration.,todo,3,2026-07-06,"qa,product,mobile",[],[],[]
t353,p016,b054,"u137,u209,u106",Update PostgreSQL configuration,Provision PostgreSQL resources for the upcoming launch and verify capacity.,done,9,,documentation,[],[],[]
t354,p031,b111,"u079,u137",Migrate payment service to v2.0,Investigate why Docker usage spiked last week and produce a write-up.,done,5,2026-08-14,,[],[],[]
t355,p006,b012,,Design and validate a phased migration plan for moving the monolithic billing service into the new microservices platform without exceeding the agreed maintenance window for end-customer-facing endpoints,Investigate why Next.js usage spiked last week and produce a write-up.,todo,3,2026-06-06,,[],[],[]
t356,p011,b036,"u189,u101",Document search index runbook,Coordinate with the platform team on Kubernetes migration.,in progress,5,2026-07-13,"infrastructure,aws,devops",[],[],[]
t357,p026,b092,u219,Audit CI pipeline security and policies,Provision PostgreSQL resources for the upcoming launch and verify capacity.,in progress,5,2026-06-17,,[],[],[]
t358,p010,b032,"u243,u173,u040",Update Kafka configuration,Provision React resources for the upcoming launch and verify capacity.,in progress,1,2026-06-13,,[],[],[]
t359,p044,b160,u155,Cleanup,Review the Spark configuration across production and propose adjustments.,todo,3,2026-06-10,,[],[],[]
t360,p019,b064,u077,Update Spark cluster configuration,Review the Monitoring configuration across production and propose adjustments.,done,3,2026-06-25,"infrastructure,infrastructure,cloud",[],[],[]
t361,p020,b070,,Tests,Provision TypeScript resources for the upcoming launch and verify capacity.,done,1,2026-03-21,"react,product,qa",[],[],[]
t362,p006,b018,,Docs,Provision Node.js resources for the upcoming launch and verify capacity.,in progress,5,2026-06-17,,[],[],[]
t363,p019,b063,"u290,u041,u101",Roll out cost report to canary,Document the steps to run React integration in the new environment.,done,9,2026-07-05,,[],[],[]
t364,p046,b169,"u141,u233",Set up Redis for ML team,Coordinate with the data team on Airflow migration.,in progress,5,2026-07-06,design-system,[],[],[]
t365,p032,b118,,Bugfix,Review the Linux configuration across production and propose adjustments.,in progress,1,2026-06-26,,[],[],[]
t366,p014,b044,"u073,u065,u235",Patch CVE in auth gateway,Review the AWS configuration across production and propose adjustments.,done,3,2026-06-20,"infrastructure,monitoring,infrastructure",[],[],[]
t367,p049,b180,,Tests,Coordinate with the backend team on Monitoring migration.,todo,3,2026-08-10,,[],[],[]
t368,p043,b156,,Review auth gateway architecture,Document the steps to run Next.js integration in the new environment.,done,5,2026-06-19,react,[],[],[]
t369,p040,b145,,Roll out audit log viewer to canary,Coordinate with the backend team on PostgreSQL migration.,done,5,2026-06-04,,[],[],[]
t370,p042,b154,u211,Docs,Document the steps to run Kafka integration in the new environment.,done,5,2026-05-24,,[],[],[]
t371,p006,b018,,Audit CI pipeline security and policies,Provision Redis resources for the upcoming launch and verify capacity.,todo,1,2026-06-02,,[],[],[]
t372,p034,b123,,Migrate job runner to v18,Provision Next.js resources for the upcoming launch and verify capacity.,in progress,5,,,[],[],[]
